"","symbol","date","returns"
"158","AAPL",2017-08-31,0.106999570804802
"159","AAPL",2017-09-29,-0.0602439689968695
"160","AAPL",2017-10-31,0.096807534651808
"161","AAPL",2017-11-30,0.0202779706686766
"162","AAPL",2017-12-29,-0.0152456748765379
"163","AAPL",2018-01-31,-0.0106366707322033
"164","AAPL",2018-02-28,0.0681853198126325
"165","AAPL",2018-03-29,-0.0580506767307933
"166","AAPL",2018-04-30,-0.0150199806228825
"167","AAPL",2018-05-31,0.13512420282192
"168","AAPL",2018-06-29,-0.00941850393458132
"169","AAPL",2018-07-31,0.0279832691956587
"170","AAPL",2018-08-31,0.200422428117306
"171","AAPL",2018-09-28,-0.00830306428600425
"172","AAPL",2018-10-31,-0.0304773257733648
"173","AAPL",2018-11-30,-0.181197660555797
"174","AAPL",2018-12-31,-0.116698392903411
"175","AAPL",2019-01-31,0.0551541138222427
"176","AAPL",2019-02-28,0.0447763994404669
"177","AAPL",2019-03-29,0.0970256798241789
"178","AAPL",2019-04-30,0.0564359500429139
"179","AAPL",2019-05-31,-0.124212821306785
"180","AAPL",2019-06-28,0.130519018652151
"181","AAPL",2019-07-31,0.0763945108557373
"182","AAPL",2019-08-30,-0.0164611520203034
"183","AAPL",2019-09-30,0.0729615547040212
"184","AAPL",2019-10-31,0.110684408697901
"185","AAPL",2019-11-29,0.0775543566001913
"186","AAPL",2019-12-31,0.0987837120520221
"187","AAPL",2020-01-31,0.0540097522809651
"188","AAPL",2020-02-28,-0.114701363440916
"189","AAPL",2020-03-31,-0.0697615276272495
"190","AAPL",2020-04-30,0.155373902650565
"191","AAPL",2020-05-29,0.0850940643711138
"192","AAPL",2020-06-30,0.147386350196306
"193","AAPL",2020-07-31,0.16513153596976
"194","AAPL",2020-08-31,0.216569428669838
"195","AAPL",2020-09-30,-0.102526369171703
"196","AAPL",2020-10-30,-0.0600120398130551
"197","AAPL",2020-11-30,0.0954931309415044
"198","AAPL",2020-12-31,0.114573686775762
"199","AAPL",2021-01-29,-0.00550159687545648
"200","AAPL",2021-02-26,-0.079711949364899
"201","AAPL",2021-03-31,0.00733960374022447
"202","AAPL",2021-04-30,0.0762177815628053
"203","AAPL",2021-05-28,-0.0504970529931923
"204","AAPL",2021-06-30,0.0991092492561538
"205","AAPL",2021-07-30,0.0649823825232947
"206","AAPL",2021-08-31,0.0424892965985002
"207","AAPL",2021-09-30,-0.0680366321802459
"208","TSLA",2016-01-29,-0.144174323982237
"209","TSLA",2016-02-29,0.00381799143211348
"210","TSLA",2016-03-31,0.197155124412279
"211","TSLA",2016-04-29,0.0478304619365117
"212","TSLA",2016-05-31,-0.0728110981890679
"213","TSLA",2016-06-30,-0.0490525243022891
"214","TSLA",2016-07-29,0.106039167466573
"215","TSLA",2016-08-31,-0.0970228715021934
"216","TSLA",2016-09-30,-0.0376397339748126
"217","TSLA",2016-10-31,-0.0308777875802578
"218","TSLA",2016-11-30,-0.0421281534888951
"219","TSLA",2016-12-30,0.128247039909001
"220","TSLA",2017-01-31,0.178950890985794
"221","TSLA",2017-02-28,-0.00770057128168244
"222","TSLA",2017-03-31,0.11324450751541
"223","TSLA",2017-04-28,0.128530344951491
"224","TSLA",2017-05-31,0.0857771211159475
"225","TSLA",2017-06-30,0.0604087243596056
"226","TSLA",2017-07-31,-0.105472734513326
"227","TSLA",2017-08-31,0.100256592574273
"228","TSLA",2017-09-29,-0.0415847007586402
"229","TSLA",2017-10-31,-0.0280563027256479
"230","TSLA",2017-11-30,-0.0684100986336077
"231","TSLA",2017-12-29,0.00809454427715717
"232","TSLA",2018-01-31,0.137979765537177
"233","TSLA",2018-02-28,-0.0317518557195676
"234","TSLA",2018-03-29,-0.224246458345479
"235","TSLA",2018-04-30,0.104347439058075
"236","TSLA",2018-05-31,-0.0312010893365274
"237","TSLA",2018-06-29,0.204474365266645
"238","TSLA",2018-07-31,-0.130660424590198
"239","TSLA",2018-08-31,0.0118065845511031
"240","TSLA",2018-09-28,-0.122290026481966
"241","TSLA",2018-10-31,0.274011373531959
"242","TSLA",2018-11-30,0.039013460764858
"243","TSLA",2018-12-31,-0.0504451459363567
"244","TSLA",2019-01-31,-0.0774639296112959
"245","TSLA",2019-02-28,0.04188657158958
"246","TSLA",2019-03-29,-0.125109443381598
"247","TSLA",2019-04-30,-0.14710928678625
"248","TSLA",2019-05-31,-0.22426574687389
"249","TSLA",2019-06-28,0.206848125760204
"250","TSLA",2019-07-31,0.081222543604615
"251","TSLA",2019-08-30,-0.0662223638554357
"252","TSLA",2019-09-30,0.0676387984735252
"253","TSLA",2019-10-31,0.307427263669199
"254","TSLA",2019-11-29,0.0476946200988406
"255","TSLA",2019-12-31,0.267897212643166
"256","TSLA",2020-01-31,0.555159778165563
"257","TSLA",2020-02-28,0.0267765886342219
"258","TSLA",2020-03-31,-0.215557137764787
"259","TSLA",2020-04-30,0.492137428660188
"260","TSLA",2020-05-29,0.0679387663351707
"261","TSLA",2020-06-30,0.293185664670659
"262","TSLA",2020-07-31,0.325010881775195
"263","TSLA",2020-08-31,0.741452071166315
"264","TSLA",2020-09-30,-0.139087325466344
"265","TSLA",2020-10-30,-0.095498939523579
"266","TSLA",2020-11-30,0.462735704657712
"267","TSLA",2020-12-31,0.243252312963452
"268","TSLA",2021-01-29,0.1245058570105
"269","TSLA",2021-02-26,-0.148740469404467
"270","TSLA",2021-03-31,-0.0112065240562547
"271","TSLA",2021-04-30,0.062147245123038
"272","TSLA",2021-05-28,-0.118713394737502
"273","TSLA",2021-06-30,0.087137397279333
"274","TSLA",2021-07-30,0.011034279634528
"275","TSLA",2021-08-31,0.0706052941687085
"276","TSLA",2021-09-30,0.0540423130637022
"277","SQ",2016-01-29,-0.278782894736842
"278","SQ",2016-02-29,0.19042189281642
"279","SQ",2016-03-31,0.46360153256705
"280","SQ",2016-04-29,-0.025523560209424
"281","SQ",2016-05-31,-0.35997313633311
"282","SQ",2016-06-30,-0.0503672612801678
"283","SQ",2016-07-29,0.112707182320442
"284","SQ",2016-08-31,0.210526315789474
"285","SQ",2016-09-30,-0.0434782608695652
"286","SQ",2016-10-31,-0.0394511149228131
"287","SQ",2016-11-30,0.155357142857143
"288","SQ",2016-12-30,0.0533230293663061
"289","SQ",2017-01-31,0.0726338958180484
"290","SQ",2017-02-28,0.184678522571819
"291","SQ",2017-03-31,-0.00230941108545046
"292","SQ",2017-04-28,0.0555554944701682
"293","SQ",2017-05-31,0.260416666666667
"294","SQ",2017-06-30,0.0204436276642019
"295","SQ",2017-07-31,0.123188453673847
"296","SQ",2017-08-31,-0.00910812144212525
"297","SQ",2017-09-29,0.103408575127975
"298","SQ",2017-10-31,0.290871235365194
"299","SQ",2017-11-30,0.0545846209890999
"300","SQ",2017-12-29,-0.116012312187346
"301","SQ",2018-01-31,0.353043054689533
"302","SQ",2018-02-28,-0.0183329993604775
"303","SQ",2018-03-29,0.0684039537112693
"304","SQ",2018-04-30,-0.0378048976055915
"305","SQ",2018-05-31,0.230460498521335
"306","SQ",2018-06-29,0.058197407725322
"307","SQ",2018-07-31,0.0488319767818295
"308","SQ",2018-08-31,0.371074961451664
"309","SQ",2018-09-28,0.116990107366766
"310","SQ",2018-10-31,-0.258155787129466
"311","SQ",2018-11-30,-0.0491490966296431
"312","SQ",2018-12-31,-0.196878533612745
"313","SQ",2019-01-31,0.272062720627563
"314","SQ",2019-02-28,0.138612477606517
"315","SQ",2019-03-29,-0.0777941919693301
"316","SQ",2019-04-30,-0.0280298726115825
"317","SQ",2019-05-31,-0.149272164240593
"318","SQ",2019-06-28,0.170782854386072
"319","SQ",2019-07-31,0.108644769180267
"320","SQ",2019-08-30,-0.230941463452732
"321","SQ",2019-09-30,0.00177880012936615
"322","SQ",2019-10-31,-0.00839388202754021
"323","SQ",2019-11-29,0.125183184111997
"324","SQ",2019-12-31,-0.0949074322233464
"325","SQ",2020-01-31,0.193893874777911
"326","SQ",2020-02-28,0.115678133199139
"327","SQ",2020-03-31,-0.371414859680431
"328","SQ",2020-04-30,0.243604386338213
"329","SQ",2020-05-29,0.244703764886456
"330","SQ",2020-06-30,0.294277249771158
"331","SQ",2020-07-31,0.237373770966766
"332","SQ",2020-08-31,0.228802392200121
"333","SQ",2020-09-30,0.0187390639099907
"334","SQ",2020-10-30,-0.0471854682155866
"335","SQ",2020-11-30,0.362086778083459
"336","SQ",2020-12-31,0.0316647316000516
"337","SQ",2021-01-29,-0.00771913254787326
"338","SQ",2021-02-26,0.065150914724688
"339","SQ",2021-03-31,-0.0129548146457193
"340","SQ",2021-04-30,0.0782647159885745
"341","SQ",2021-05-28,-0.0910873391160388
"342","SQ",2021-06-30,0.095631847103508
"343","SQ",2021-07-30,0.014191927635046
"344","SQ",2021-08-31,0.0841624703583772
"345","SQ",2021-09-30,-0.105308353276538
